package	test	class	verdict	reason
cmd/curator	TestGCRetainsAndReportsReferencedCompiledState	platform-control	FATAL-not-tolerated	rc5-native-control-inventory-v1 defines no record for host linux; the portable execution policy is specified for macOS and Windows only
