skip	internal/buildrepo	TestEveryOperatorSelectionShapeReachesTheWrapperPolicy	an operator agent socket is a unix-domain rendezvous point
skip	internal/buildrepo	TestOperatorSSHCredentialsAdmitOnlyResolvedObjectsOfTheRightKind	cannot create a symbolic link here: nope
skip	internal/config	TestBuildSSHExpandedResolvesHome	no home directory: nope
skip	internal/install	TestEveryConfiguredShapeReachesTheWrapperPolicy	an operator agent socket is a unix-domain rendezvous point
